Ticker,Month,Monthly_Return
CIPLA,August,7.030138403828744
CIPLA,December,3.3673384755743476
CIPLA,February,6.680358880121054
CIPLA,January,7.993605115907274
CIPLA,July,4.408085998242178
CIPLA,June,1.958894205942097
CIPLA,March,1.771024542796924
CIPLA,May,1.9119045104045698
CIPLA,November,23.746097814776274
CIPLA,October,31.19293202570173
CIPLA,September,0.45243372908631574
COALINDIA,April,2.771179730799683
COALINDIA,August,-2.858993338267937
COALINDIA,December,8.466753209288916
COALINDIA,February,7.376444553725105
COALINDIA,January,6.3776846516500685
COALINDIA,July,9.983150800336992
COALINDIA,June,-7.6510198106763045
COALINDIA,March,-2.7444830290131064
COALINDIA,May,8.217669090107957
COALINDIA,November,35.02364258927117
COALINDIA,October,54.86467968482358
COALINDIA,September,-2.0543342613036466
DRREDDY,April,-0.7367587415104784
DRREDDY,August,2.0818966455912182
DRREDDY,December,0.8435662851775678
DRREDDY,February,7.193212250652811
DRREDDY,January,5.1445895922977245
DRREDDY,July,6.2451799738734834
DRREDDY,June,10.704096277211967
DRREDDY,March,-0.5755988084378191
DRREDDY,May,-7.883101391650108
DRREDDY,November,13.575363091397103
DRREDDY,October,16.648662504348476
DRREDDY,September,-1.7541817335186314
EICHERMOT,April,16.488667604170615
EICHERMOT,August,-0.16704234422798625
EICHERMOT,December,6.483861019736848
EICHERMOT,February,-3.5797823655039087
EICHERMOT,January,-4.921564500352868
EICHERMOT,July,7.057414977726475
EICHERMOT,June,0.044959696843175315
EICHERMOT,March,4.57259564725319
EICHERMOT,May,2.847427429167395
EICHERMOT,November,51.91408332698606
EICHERMOT,October,46.04792027212506
EICHERMOT,September,2.326978084060306
GRASIM,April,5.195088438638193
GRASIM,August,-2.4629562703288794
GRASIM,December,5.890232910207312
GRASIM,February,2.9502959691816306
GRASIM,January,2.648569055349991
GRASIM,July,1.8467576291079777
GRASIM,June,12.734295845997956
GRASIM,March,1.4368708146702776
GRASIM,May,-4.9685108827209845
GRASIM,November,39.62603766488461
GRASIM,October,40.8607825105547
GRASIM,September,3.8928943065259403
HCLTECH,April,-12.211729941543016
HCLTECH,August,6.8696473743561635
HCLTECH,December,9.68055659459863
HCLTECH,February,5.480537593508293
HCLTECH,January,6.217354675652906
HCLTECH,July,11.828981856554448
HCLTECH,June,11.042641408954305
HCLTECH,March,-6.115808040873424
HCLTECH,May,-2.689792018813856
HCLTECH,November,50.79232693911593
HCLTECH,October,42.5728586421248
HCLTECH,September,-0.5839537265104022
HDFCBANK,April,3.3730023801428026
HDFCBANK,August,-0.11593849157919597
HDFCBANK,December,9.891346277484885
HDFCBANK,February,-4.29297234630203
HDFCBANK,January,-13.871385666332959
HDFCBANK,July,-5.2457189772460735
HDFCBANK,June,7.098333545350459
HDFCBANK,March,1.198672025161635
HDFCBANK,May,-0.04568445097079755
HDFCBANK,November,18.385893523228205
HDFCBANK,October,15.095653327144332
HDFCBANK,September,6.459940379237217
HDFCLIFE,April,-8.0504135486412
HDFCLIFE,August,3.517376681614353
HDFCLIFE,December,-5.19680422194531
HDFCLIFE,February,-0.868676545733269
HDFCLIFE,January,-11.114536765839373
HDFCLIFE,July,19.101123595505616
HDFCLIFE,June,8.171241592437726
HDFCLIFE,March,7.356555640308496
HDFCLIFE,May,-4.597900581244035
HDFCLIFE,November,10.991049108942843
HDFCLIFE,October,13.669007970957308
HDFCLIFE,September,-3.6629545149604126
HEROMOTOCO,April,-2.941836244191632
HEROMOTOCO,August,1.5553301004309366
HEROMOTOCO,December,10.094414893617026
HEROMOTOCO,February,-3.4927071750932
HEROMOTOCO,January,12.21303614136043
HEROMOTOCO,July,-2.046188716960264
HEROMOTOCO,June,8.119210944463822
HEROMOTOCO,March,4.774688824299434
HEROMOTOCO,May,12.235010413241266
HEROMOTOCO,November,55.025950298307194
HEROMOTOCO,October,65.45795198302163
HEROMOTOCO,September,2.4057939837223445
HINDALCO,April,13.33098839254308
HINDALCO,August,4.1351150705271005
HINDALCO,December,18.88051044083526
HINDALCO,February,-11.798687089715532
HINDALCO,January,-5.086828309305366
HINDALCO,July,-2.935420743639922
HINDALCO,June,-0.3448523600833524
HINDALCO,March,7.92718166056636
HINDALCO,May,7.467456543768021
HINDALCO,November,40.933650313378
HINDALCO,October,42.941973122200224
HINDALCO,September,10.571721011843847
HINDUNILVR,April,-2.4257404085918135
HINDUNILVR,August,2.299718289112696
HINDUNILVR,December,3.9123905369297574
HINDUNILVR,February,-2.4781694695989542
HINDUNILVR,January,-6.524154816837736
HINDUNILVR,July,8.005668436389772
HINDUNILVR,June,4.972621927925637
HINDUNILVR,March,-6.031871187284721
HINDUNILVR,May,4.615280959439428
HINDUNILVR,November,-1.0921225604206695
HINDUNILVR,October,2.403904572886707
HINDUNILVR,September,6.068374536132374
ICICIBANK,April,4.615104806074659
ICICIBANK,August,1.5783819519048126
ICICIBANK,December,5.270941164043517
ICICIBANK,February,2.6386382480612545
ICICIBANK,January,2.876726035621384
ICICIBANK,July,0.2516813136939541
ICICIBANK,June,3.413793103448268
ICICIBANK,March,0.5888306191921854
ICICIBANK,May,-1.614814164728605
ICICIBANK,November,39.82276680706745
ICICIBANK,October,37.42954376262895
ICICIBANK,September,3.50014228220659
INDUSINDBK,April,-1.7310684647302934
INDUSINDBK,August,0.3803218649857444
INDUSINDBK,December,9.438417576400541
INDUSINDBK,February,-4.298737955422898
INDUSINDBK,January,-4.052913031241203
INDUSINDBK,July,-1.9973917221497792
INDUSINDBK,June,-4.262273648427799
INDUSINDBK,March,1.7260013755608625
INDUSINDBK,May,-2.8800159447249625
INDUSINDBK,November,-30.32249057657405
INDUSINDBK,October,-26.45952347777624
INDUSINDBK,September,-0.1000655601946134
INFY,April,-5.008525861780741
INFY,August,4.917413365000548
INFY,December,6.238380499896725
INFY,February,1.0168673244621549
INFY,January,7.061591517065794
INFY,July,17.44091023384461
INFY,June,11.441069777366804
INFY,March,-9.46697286517194
INFY,May,-0.5337763795114677
INFY,November,40.47557508400102
INFY,October,22.5418410041841
INFY,September,-4.525324510053454
ITC,April,2.097492383407544
ITC,August,1.6609276888798843
ITC,December,2.7345486883059165
ITC,February,-8.263716414540522
ITC,January,-5.661788270483922
ITC,July,15.452744435380495
ITC,June,-1.2664110607645045
ITC,March,4.603174603174609
ITC,May,-2.8587699316628727
ITC,November,10.873627657089454
ITC,October,11.154064809550885
ITC,September,1.588079600039205
JSWSTEEL,April,1.1755261196169504
JSWSTEEL,August,0.7008720774704477
JSWSTEEL,December,8.565614208189448
JSWSTEEL,February,-0.19957590120993174
JSWSTEEL,January,-6.717183226982685
JSWSTEEL,July,-1.6580146201928148
JSWSTEEL,June,1.769911504424784
JSWSTEEL,March,-0.7175316909830184
JSWSTEEL,May,-1.1006907395967955
JSWSTEEL,November,34.90924149354682
JSWSTEEL,October,25.108730931515737
